nwater	natoms	mode	repeat	omp_threads	returncode	program_ended	wall_s	cp2k_total_s	ks_matrix_total_s	ks_matrix_calls	energy_ha	run_dir
1	3	gpu_device	0	1	0	1	7.74	1.883	1.768	1	-17.042112614262567	/home/kuehne88/skala-gauxc-gpu-smoke-fine2/runs/h2o001_gpu_device_r0
